report_id,line_position,page,section_header,status,n_warnings,n_rows,n_cols
ACB_financial_statements_2022_consolidated,164,7,balance_sheet,success,0,40,5
ACB_financial_statements_2022_consolidated,179,8,balance_sheet,success,0,25,5
ACB_financial_statements_2022_consolidated,196,9,balance_sheet,success,0,13,5
ACB_financial_statements_2022_consolidated,211,10,notes,success,0,22,5
ACB_financial_statements_2022_consolidated,241,11,notes,success,0,27,4
ACB_financial_statements_2022_consolidated,260,12,notes,success,0,15,5
ACB_financial_statements_2022_consolidated,336,14,notes,success,0,6,5
ACB_financial_statements_2022_consolidated,521,18,notes,success,0,5,2
ACB_financial_statements_2022_consolidated,527,18,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,551,19,notes,success,0,3,3
ACB_financial_statements_2022_consolidated,575,20,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,650,21,notes,success,0,5,2
ACB_financial_statements_2022_consolidated,676,22,notes,success,0,10,2
ACB_financial_statements_2022_consolidated,784,25,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,1058,32,notes,success,0,5,2
ACB_financial_statements_2022_consolidated,1178,34,income_statement,success,0,4,2
ACB_financial_statements_2022_consolidated,1410,39,notes,success,0,3,3
ACB_financial_statements_2022_consolidated,1467,40,notes,success,0,3,3
ACB_financial_statements_2022_consolidated,1578,43,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,1582,43,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,1588,43,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,1606,44,notes,success,0,18,3
ACB_financial_statements_2022_consolidated,1616,44,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,1641,45,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,1647,45,notes,success,0,12,3
ACB_financial_statements_2022_consolidated,1653,45,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,1671,46,notes,success,0,10,3
ACB_financial_statements_2022_consolidated,1675,46,notes,success,0,6,2
ACB_financial_statements_2022_consolidated,1691,47,notes,success,0,9,5
ACB_financial_statements_2022_consolidated,1693,47,notes,success,0,9,5
ACB_financial_statements_2022_consolidated,1711,48,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,1715,48,notes,success,0,9,3
ACB_financial_statements_2022_consolidated,1731,49,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,1735,49,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,1739,49,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,1757,50,notes,success,0,13,3
ACB_financial_statements_2022_consolidated,1761,50,notes,success,0,8,5
ACB_financial_statements_2022_consolidated,1781,51,notes,success,0,17,3
ACB_financial_statements_2022_consolidated,1814,52,notes,success,0,16,4
ACB_financial_statements_2022_consolidated,1818,52,notes,success,0,7,2
ACB_financial_statements_2022_consolidated,1836,53,notes,success,0,4,4
ACB_financial_statements_2022_consolidated,1840,53,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,1844,53,notes,success,0,7,2
ACB_financial_statements_2022_consolidated,1869,54,notes,success,0,16,6
ACB_financial_statements_2022_consolidated,1873,54,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,1891,55,notes,success,0,20,4
ACB_financial_statements_2022_consolidated,1907,56,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,1913,56,notes,success,0,7,3
ACB_financial_statements_2022_consolidated,1923,56,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,1945,57,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,1949,57,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,1953,57,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,1982,58,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,1986,58,notes,success,0,2,3
ACB_financial_statements_2022_consolidated,1990,58,notes,success,0,6,2
ACB_financial_statements_2022_consolidated,1994,58,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2011,59,notes,success,0,19,3
ACB_financial_statements_2022_consolidated,2015,59,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,2035,60,notes,success,0,17,3
ACB_financial_statements_2022_consolidated,2039,60,notes,success,0,9,3
ACB_financial_statements_2022_consolidated,2055,61,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,2065,61,notes,success,0,9,3
ACB_financial_statements_2022_consolidated,2083,62,notes,success,0,12,3
ACB_financial_statements_2022_consolidated,2089,62,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2093,62,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,2109,63,notes,success,0,13,8
ACB_financial_statements_2022_consolidated,2143,64,notes,success,0,4,5
ACB_financial_statements_2022_consolidated,2147,64,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2167,65,notes,success,0,10,3
ACB_financial_statements_2022_consolidated,2171,65,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2175,65,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2179,65,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2201,66,notes,success,0,10,3
ACB_financial_statements_2022_consolidated,2205,66,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2209,66,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2225,67,notes,success,0,12,3
ACB_financial_statements_2022_consolidated,2229,67,notes,success,0,7,3
ACB_financial_statements_2022_consolidated,2245,68,notes,success,0,14,3
ACB_financial_statements_2022_consolidated,2249,68,notes,success,0,4,3
ACB_financial_statements_2022_consolidated,2253,68,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2279,69,notes,success,0,7,3
ACB_financial_statements_2022_consolidated,2299,70,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2307,70,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2327,71,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2337,71,notes,success,0,6,3
ACB_financial_statements_2022_consolidated,2355,72,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,2359,72,notes,success,0,6,5
ACB_financial_statements_2022_consolidated,2377,73,notes,success,0,16,3
ACB_financial_statements_2022_consolidated,2381,73,notes,success,0,5,3
ACB_financial_statements_2022_consolidated,2399,74,balance_sheet,success,0,12,4
ACB_financial_statements_2022_consolidated,2401,74,balance_sheet,success,0,12,4
ACB_financial_statements_2022_consolidated,2409,74,balance_sheet,success,0,5,3
ACB_financial_statements_2022_consolidated,2435,75,balance_sheet,success,0,5,3
ACB_financial_statements_2022_consolidated,2439,75,balance_sheet,success,0,5,3
ACB_financial_statements_2022_consolidated,2443,75,balance_sheet,success,0,7,3
ACB_financial_statements_2022_consolidated,2461,76,notes,success,0,4,9
ACB_financial_statements_2022_consolidated,2465,76,notes,success,0,4,9
ACB_financial_statements_2022_consolidated,2489,77,notes,success,0,8,3
ACB_financial_statements_2022_consolidated,2493,77,notes,success,0,7,3
ACB_financial_statements_2022_consolidated,2547,79,balance_sheet,success,0,15,3
ACB_financial_statements_2022_consolidated,2575,80,notes,success,0,10,9
ACB_financial_statements_2022_consolidated,2595,81,notes,success,0,10,9
ACB_financial_statements_2022_consolidated,2639,83,notes,success,0,26,10
ACB_financial_statements_2022_consolidated,2670,84,notes,success,0,25,10
ACB_financial_statements_2022_consolidated,2694,85,notes,success,0,17,7
ACB_financial_statements_2022_consolidated,2716,86,notes,success,0,26,7
ACB_financial_statements_2022_consolidated,2764,88,notes,success,0,27,10
ACB_financial_statements_2022_consolidated,2786,89,notes,success,0,25,10
ACB_financial_statements_2022_consolidated,2844,91,notes,success,0,25,9
ACB_financial_statements_2022_consolidated,2861,92,notes,success,0,24,9
ACB_financial_statements_2022_consolidated,2903,94,notes,success,0,17,8
ACB_financial_statements_2022_consolidated,2921,95,notes,success,0,17,8
ACB_financial_statements_2022_consolidated,2943,96,notes,success,0,11,8
ACB_financial_statements_2022_consolidated,2961,97,notes,success,0,11,8
ACB_financial_statements_2022_consolidated,2981,98,notes,success,0,16,6
VJC_financial_statements_2018_consolidated,14,2,unclassified,success,0,1,3
VJC_financial_statements_2018_consolidated,16,2,unclassified,success,0,2,3
VJC_financial_statements_2018_consolidated,20,2,unclassified,success,0,1,3
VJC_financial_statements_2018_consolidated,22,2,unclassified,success,0,2,1
VJC_financial_statements_2018_consolidated,24,2,unclassified,success,0,6,3
VJC_financial_statements_2018_consolidated,26,2,unclassified,success,0,12,3
VJC_financial_statements_2018_consolidated,34,3,unclassified,success,0,3,3
VJC_financial_statements_2018_consolidated,36,3,unclassified,success,0,4,2
VJC_financial_statements_2018_consolidated,38,3,unclassified,success,0,1,2
VJC_financial_statements_2018_consolidated,138,7,balance_sheet,success,0,40,5
VJC_financial_statements_2018_consolidated,154,8,balance_sheet,success,0,25,5
VJC_financial_statements_2018_consolidated,204,9,income_statement,success,0,20,5
VJC_financial_statements_2018_consolidated,223,10,income_statement,success,0,7,5
VJC_financial_statements_2018_consolidated,252,11,cash_flow,success,0,30,4
VJC_financial_statements_2018_consolidated,269,12,cash_flow,success,0,12,4
VJC_financial_statements_2018_consolidated,319,13,notes,success,0,7,6
VJC_financial_statements_2018_consolidated,336,14,notes,success,0,8,6
VJC_financial_statements_2018_consolidated,779,25,notes,success,0,4,3
VJC_financial_statements_2018_consolidated,797,26,notes,success,0,6,3
VJC_financial_statements_2018_consolidated,809,26,notes,success,0,3,5
VJC_financial_statements_2018_consolidated,827,27,notes,success,0,10,5
VJC_financial_statements_2018_consolidated,833,27,notes,success,0,3,3
VJC_financial_statements_2018_consolidated,856,28,notes,success,0,8,3
VJC_financial_statements_2018_consolidated,860,28,notes,success,0,8,3
VJC_financial_statements_2018_consolidated,881,29,notes,success,0,8,3
VJC_financial_statements_2018_consolidated,887,29,notes,success,0,2,3
VJC_financial_statements_2018_consolidated,912,30,notes,success,0,20,3
VJC_financial_statements_2018_consolidated,931,31,notes,success,0,12,3
VJC_financial_statements_2018_consolidated,941,31,notes,success,0,5,5
VJC_financial_statements_2018_consolidated,958,32,notes,success,0,17,6
VJC_financial_statements_2018_consolidated,978,33,notes,success,0,12,2
VJC_financial_statements_2018_consolidated,997,34,notes,success,0,6,3
VJC_financial_statements_2018_consolidated,1003,34,notes,success,0,4,3
VJC_financial_statements_2018_consolidated,1009,34,notes,success,0,5,3
VJC_financial_statements_2018_consolidated,1026,35,notes,success,0,7,7
VJC_financial_statements_2018_consolidated,1045,36,notes,success,0,3,3
VJC_financial_statements_2018_consolidated,1064,37,notes,success,0,7,6
VJC_financial_statements_2018_consolidated,1068,37,notes,success,0,5,4
VJC_financial_statements_2018_consolidated,1085,38,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1089,38,notes,success,0,2,3
VJC_financial_statements_2018_consolidated,1093,38,notes,success,0,11,3
VJC_financial_statements_2018_consolidated,1114,39,notes,success,0,4,6
VJC_financial_statements_2018_consolidated,1130,40,notes,success,0,32,4
VJC_financial_statements_2018_consolidated,1155,41,notes,success,0,4,6
VJC_financial_statements_2018_consolidated,1163,41,notes,success,0,2,3
VJC_financial_statements_2018_consolidated,1182,42,notes,success,0,11,4
VJC_financial_statements_2018_consolidated,1186,42,notes,success,0,11,3
VJC_financial_statements_2018_consolidated,1203,43,notes,success,0,13,7
VJC_financial_statements_2018_consolidated,1221,44,notes,success,0,8,5
VJC_financial_statements_2018_consolidated,1227,44,notes,success,0,7,5
VJC_financial_statements_2018_consolidated,1254,45,balance_sheet,success,0,5,3
VJC_financial_statements_2018_consolidated,1260,45,balance_sheet,success,0,5,3
VJC_financial_statements_2018_consolidated,1264,45,balance_sheet,success,0,3,5
VJC_financial_statements_2018_consolidated,1285,46,balance_sheet,success,0,4,3
VJC_financial_statements_2018_consolidated,1314,47,notes,success,0,19,3
VJC_financial_statements_2018_consolidated,1331,48,notes,success,0,13,3
VJC_financial_statements_2018_consolidated,1335,48,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1351,49,notes,success,0,6,3
VJC_financial_statements_2018_consolidated,1355,49,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1359,49,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1375,50,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1381,50,income_statement,success,0,10,3
VJC_financial_statements_2018_consolidated,1397,51,notes,success,0,10,3
VJC_financial_statements_2018_consolidated,1450,52,notes,success,0,2,3
VJC_financial_statements_2018_consolidated,1454,52,notes,success,0,7,3
VJC_financial_statements_2018_consolidated,1475,53,notes,success,0,30,3
VJC_financial_statements_2018_consolidated,1491,54,notes,success,0,4,3
SCR_financial_statements_2017_separate,14,2,unclassified,success,0,21,3
SCR_financial_statements_2017_separate,113,6,balance_sheet,success,0,35,5
SCR_financial_statements_2017_separate,130,7,balance_sheet,success,0,15,5
SCR_financial_statements_2017_separate,147,8,balance_sheet,success,0,26,5
SCR_financial_statements_2017_separate,164,9,income_statement,success,0,19,5
SCR_financial_statements_2017_separate,181,10,cash_flow,success,0,20,5
SCR_financial_statements_2017_separate,200,11,cash_flow,success,0,12,5
SCR_financial_statements_2017_separate,204,11,cash_flow,success,0,7,5
SCR_financial_statements_2017_separate,225,12,cash_flow,success,0,7,3
SCR_financial_statements_2017_separate,369,16,income_statement,success,0,4,2
SCR_financial_statements_2017_separate,556,21,notes,success,0,5,3
SCR_financial_statements_2017_separate,566,22,notes,success,0,9,5
SCR_financial_statements_2017_separate,574,23,notes,success,0,10,8
SCR_financial_statements_2017_separate,583,24,notes,success,0,14,8
SCR_financial_statements_2017_separate,591,25,notes,success,0,8,8
SCR_financial_statements_2017_separate,599,26,notes,success,0,14,8
SCR_financial_statements_2017_separate,661,28,notes,success,0,6,3
SCR_financial_statements_2017_separate,665,28,notes,success,0,6,3
SCR_financial_statements_2017_separate,684,29,notes,success,0,13,3
SCR_financial_statements_2017_separate,703,30,notes,success,0,17,3
SCR_financial_statements_2017_separate,724,31,notes,success,0,18,3
SCR_financial_statements_2017_separate,728,31,notes,success,0,4,3
SCR_financial_statements_2017_separate,747,32,notes,success,0,5,3
SCR_financial_statements_2017_separate,751,32,notes,success,0,4,4
SCR_financial_statements_2017_separate,757,32,notes,success,0,8,5
SCR_financial_statements_2017_separate,774,33,notes,success,0,5,3
SCR_financial_statements_2017_separate,778,33,notes,success,0,10,3
SCR_financial_statements_2017_separate,803,34,notes,success,0,14,6
SCR_financial_statements_2017_separate,824,35,notes,success,0,10,2
SCR_financial_statements_2017_separate,843,36,notes,success,0,12,4
SCR_financial_statements_2017_separate,860,37,notes,success,0,2,3
SCR_financial_statements_2017_separate,864,37,notes,success,0,14,2
SCR_financial_statements_2017_separate,889,38,notes,success,0,4,3
SCR_financial_statements_2017_separate,893,38,notes,success,0,5,2
SCR_financial_statements_2017_separate,912,39,notes,success,0,14,5
SCR_financial_statements_2017_separate,929,40,notes,success,0,12,5
SCR_financial_statements_2017_separate,937,40,notes,success,0,6,6
SCR_financial_statements_2017_separate,958,41,notes,success,0,4,3
SCR_financial_statements_2017_separate,964,41,notes,success,0,7,3
SCR_financial_statements_2017_separate,968,41,notes,success,0,5,3
SCR_financial_statements_2017_separate,981,42,notes,success,0,7,7
SCR_financial_statements_2017_separate,1000,43,notes,success,0,25,5
SCR_financial_statements_2017_separate,1027,44,notes,success,0,7,4
SCR_financial_statements_2017_separate,1046,45,notes,success,0,7,3
SCR_financial_statements_2017_separate,1052,45,notes,success,0,13,6
SCR_financial_statements_2017_separate,1081,46,notes,success,0,3,5
SCR_financial_statements_2017_separate,1102,47,notes,success,0,5,7
SCR_financial_statements_2017_separate,1108,47,notes,success,0,5,3
SCR_financial_statements_2017_separate,1116,48,notes,success,0,12,8
SCR_financial_statements_2017_separate,1135,49,notes,success,0,6,5
SCR_financial_statements_2017_separate,1141,49,notes,success,0,6,5
SCR_financial_statements_2017_separate,1176,50,balance_sheet,success,0,2,3
SCR_financial_statements_2017_separate,1180,50,balance_sheet,success,0,3,5
SCR_financial_statements_2017_separate,1201,51,notes,success,0,12,3
SCR_financial_statements_2017_separate,1205,51,notes,success,0,8,3
SCR_financial_statements_2017_separate,1222,52,notes,success,0,6,3
SCR_financial_statements_2017_separate,1226,52,notes,success,0,7,3
SCR_financial_statements_2017_separate,1230,52,notes,success,0,8,3
SCR_financial_statements_2017_separate,1247,53,notes,success,0,5,3
SCR_financial_statements_2017_separate,1251,53,notes,success,0,4,3
SCR_financial_statements_2017_separate,1257,53,income_statement,success,0,7,3
SCR_financial_statements_2017_separate,1274,54,notes,success,0,7,3
SCR_financial_statements_2017_separate,1284,54,notes,success,0,11,3
SCR_financial_statements_2017_separate,1301,55,notes,success,0,10,3
SCR_financial_statements_2017_separate,1305,55,notes,success,0,5,3
SCR_financial_statements_2017_separate,1309,55,notes,success,0,5,3
SCR_financial_statements_2017_separate,1313,55,notes,success,0,3,3
SCR_financial_statements_2017_separate,1317,55,notes,success,0,2,3
SCR_financial_statements_2017_separate,1321,55,notes,success,0,4,3
SCR_financial_statements_2017_separate,1325,55,notes,success,0,3,3
SCR_financial_statements_2017_separate,1340,56,notes,success,0,15,3
SCR_financial_statements_2017_separate,1344,56,notes,success,0,19,3
SCR_financial_statements_2017_separate,1361,57,notes,success,0,17,3
VSC_financial_statements_2017_separate,25,2,unclassified,success,0,9,2
VSC_financial_statements_2017_separate,29,2,unclassified,success,0,1,2
VSC_financial_statements_2017_separate,33,2,unclassified,success,0,3,1
VSC_financial_statements_2017_separate,37,2,unclassified,success,0,2,1
VSC_financial_statements_2017_separate,144,6,balance_sheet,success,0,18,5
VSC_financial_statements_2017_separate,163,7,balance_sheet,success,0,21,5
VSC_financial_statements_2017_separate,180,8,balance_sheet,success,0,24,5
VSC_financial_statements_2017_separate,201,9,income_statement,success,0,16,5
VSC_financial_statements_2017_separate,224,10,cash_flow,success,0,29,4
VSC_financial_statements_2017_separate,241,11,cash_flow,success,0,9,4
VSC_financial_statements_2017_separate,548,18,income_statement,success,0,5,3
VSC_financial_statements_2017_separate,558,19,notes,success,0,21,10
VSC_financial_statements_2017_separate,572,20,notes,success,0,5,10
VSC_financial_statements_2017_separate,593,21,notes,success,0,19,3
VSC_financial_statements_2017_separate,610,22,notes,success,0,11,7
VSC_financial_statements_2017_separate,637,23,notes,success,0,9,3
VSC_financial_statements_2017_separate,643,23,notes,success,0,6,3
VSC_financial_statements_2017_separate,654,24,notes,success,0,15,6
VSC_financial_statements_2017_separate,677,25,notes,success,0,13,4
VSC_financial_statements_2017_separate,683,25,notes,success,0,6,3
VSC_financial_statements_2017_separate,702,26,notes,success,0,5,2
VSC_financial_statements_2017_separate,708,26,notes,success,0,22,3
VSC_financial_statements_2017_separate,729,27,notes,success,0,9,6
VSC_financial_statements_2017_separate,748,28,notes,success,0,10,3
VSC_financial_statements_2017_separate,756,28,notes,success,0,5,3
VSC_financial_statements_2017_separate,769,29,notes,success,0,14,6
VSC_financial_statements_2017_separate,790,30,notes,success,0,5,5
VSC_financial_statements_2017_separate,796,30,notes,success,0,5,5
VSC_financial_statements_2017_separate,831,31,balance_sheet,success,0,5,3
VSC_financial_statements_2017_separate,835,31,balance_sheet,success,0,3,5
VSC_financial_statements_2017_separate,858,32,notes,success,0,4,3
VSC_financial_statements_2017_separate,862,32,notes,success,0,4,3
VSC_financial_statements_2017_separate,866,32,notes,success,0,6,3
VSC_financial_statements_2017_separate,883,33,notes,success,0,4,3
VSC_financial_statements_2017_separate,887,33,notes,success,0,6,3
VSC_financial_statements_2017_separate,891,33,notes,success,0,6,3
VSC_financial_statements_2017_separate,897,33,income_statement,success,0,2,3
VSC_financial_statements_2017_separate,916,34,notes,success,0,6,3
VSC_financial_statements_2017_separate,926,34,notes,success,0,19,3
VSC_financial_statements_2017_separate,943,35,notes,success,0,37,3
VSC_financial_statements_2017_separate,962,36,notes,success,0,3,3
HT1_financial_statements_2019_consolidated,54,3,income_statement,success,0,8,2
HT1_financial_statements_2019_consolidated,120,5,income_statement,success,0,8,3
HT1_financial_statements_2019_consolidated,126,5,income_statement,success,0,4,3
HT1_financial_statements_2019_consolidated,132,5,income_statement,success,0,1,3
HT1_financial_statements_2019_consolidated,262,9,income_statement,success,0,20,5
HT1_financial_statements_2019_consolidated,277,10,income_statement,success,0,22,5
HT1_financial_statements_2019_consolidated,292,11,balance_sheet,success,0,28,5
HT1_financial_statements_2019_consolidated,317,12,income_statement,success,0,23,5
HT1_financial_statements_2019_consolidated,343,13,income_statement,success,0,26,5
HT1_financial_statements_2019_consolidated,358,14,income_statement,success,0,10,5
HT1_financial_statements_2019_consolidated,622,19,income_statement,success,0,7,2
HT1_financial_statements_2019_consolidated,847,24,income_statement,success,0,6,3
HT1_financial_statements_2019_consolidated,869,25,income_statement,success,0,5,7
HT1_financial_statements_2019_consolidated,877,25,income_statement,success,0,7,5
HT1_financial_statements_2019_consolidated,896,26,income_statement,success,0,9,3
HT1_financial_statements_2019_consolidated,900,26,income_statement,success,0,8,3
HT1_financial_statements_2019_consolidated,915,27,income_statement,success,0,10,3
HT1_financial_statements_2019_consolidated,921,27,income_statement,success,0,9,5
HT1_financial_statements_2019_consolidated,927,27,income_statement,success,0,4,3
HT1_financial_statements_2019_consolidated,942,28,notes,success,0,11,3
HT1_financial_statements_2019_consolidated,958,29,notes,success,0,20,7
HT1_financial_statements_2019_consolidated,974,30,notes,success,0,16,5
HT1_financial_statements_2019_consolidated,989,31,notes,success,0,6,3
HT1_financial_statements_2019_consolidated,999,31,notes,success,0,5,5
HT1_financial_statements_2019_consolidated,1003,31,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1018,32,notes,success,0,8,5
HT1_financial_statements_2019_consolidated,1022,32,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1030,32,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1045,33,notes,success,0,8,3
HT1_financial_statements_2019_consolidated,1049,33,notes,success,0,8,3
HT1_financial_statements_2019_consolidated,1055,33,notes,success,0,9,2
HT1_financial_statements_2019_consolidated,1078,34,notes,success,0,20,3
HT1_financial_statements_2019_consolidated,1109,35,notes,success,0,5,3
HT1_financial_statements_2019_consolidated,1113,35,notes,success,0,3,3
HT1_financial_statements_2019_consolidated,1129,36,notes,success,0,14,8
HT1_financial_statements_2019_consolidated,1150,37,notes,success,0,5,3
HT1_financial_statements_2019_consolidated,1154,37,notes,success,0,6,3
HT1_financial_statements_2019_consolidated,1160,37,notes,success,0,4,2
HT1_financial_statements_2019_consolidated,1177,38,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1181,38,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1196,39,notes,success,0,4,3
HT1_financial_statements_2019_consolidated,1200,39,notes,success,0,10,3
HT1_financial_statements_2019_consolidated,1204,39,notes,success,0,6,3
HT1_financial_statements_2019_consolidated,1219,40,notes,success,0,7,3
HT1_financial_statements_2019_consolidated,1223,40,notes,success,0,6,3
HT1_financial_statements_2019_consolidated,1233,40,notes,success,0,4,3
HT1_financial_statements_2019_consolidated,1252,41,notes,success,0,9,3
HT1_financial_statements_2019_consolidated,1266,41,income_statement,success,0,6,5
HT1_financial_statements_2019_consolidated,1288,42,notes,success,0,9,5
HT1_financial_statements_2019_consolidated,1304,43,notes,success,0,12,5
HT1_financial_statements_2019_consolidated,1321,44,notes,success,0,11,5
HT1_financial_statements_2019_consolidated,1338,45,notes,success,0,21,5
HT1_financial_statements_2019_consolidated,1356,46,notes,success,0,4,3
HT1_financial_statements_2019_consolidated,1362,46,notes,success,0,8,3
HT1_financial_statements_2019_consolidated,1376,46,notes,success,0,5,3
HT1_financial_statements_2019_consolidated,1397,47,balance_sheet,success,0,5,4
HT1_financial_statements_2019_consolidated,1418,48,balance_sheet,success,0,2,5
HT1_financial_statements_2019_consolidated,1422,48,balance_sheet,success,0,7,5
HT1_financial_statements_2019_consolidated,1424,48,balance_sheet,success,0,9,5
HT1_financial_statements_2019_consolidated,1439,49,balance_sheet,success,0,2,5
HT1_financial_statements_2019_consolidated,1443,49,balance_sheet,success,0,22,5
ACV_financial_statements_2022_aggregated,46,3,notes,success,0,7,2
ACV_financial_statements_2022_aggregated,52,3,notes,success,0,1,2
ACV_financial_statements_2022_aggregated,58,3,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,209,8,balance_sheet,success,0,41,5
ACV_financial_statements_2022_aggregated,222,9,balance_sheet,success,0,26,5
ACV_financial_statements_2022_aggregated,249,10,income_statement,success,0,19,5
